Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,CCI,ROC,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2016-08-31,789.5999755859375,791.5700073242188,787.2000122070312,789.8499755859375,1071400,6.366306543797157,812.9751088151335,787.5098826399447,791.9199829101562,795.8200073242188,793.219970703125,793.5999755859375,792.8800048828125,792.4219848632813,795.1649963378907,800.2424957275391,762.1592004394531,748.6165496826172,792.6216126380974,792.6216126380974,792.6216126380974,792.6216126380974,792.6216126380974,6.17116941905681,10.103153389994118,1333.3333333333335,-1.9331538395609398,10.968403661102927,0.0035862758256266945,-2217805.8471679688,-9717605.847167969,2016-08-31,31,2,244,35,1,0,0,0,0,0,1,2016,8,111.9583969116211,112.07376861572266,112.43916320800781,112.30452728271484,112.45741958618164,112.4276123046875,108.89790466308594,2170.949951171875,2176.1201171875,2175.43994140625,18400.880859375,18454.30078125,18481.48046875,791.4000244140625
2016-09-01,791.97998046875,792.8900146484375,786.3300170898438,791.4000244140625,1303500,6.63955641636115,813.2291097809644,786.6708841155199,789.8499755859375,791.9199829101562,795.8200073242188,791.2999877929688,789.5999755859375,792.4419921875,794.0299987792969,799.9499969482422,763.7778015136719,748.8214498901367,792.2144165634193,792.2144165634193,792.2144165634193,792.2144165634193,792.2144165634193,5.440675909555807,9.170657893906455,1333.3333333333335,-1.4138867126673933,20.25574811444289,0.003582135193902138,2020488.6474609375,-7625443.176269531,2016-09-01,1,3,245,35,0,1,0,0,0,0,1,2016,9,112.2468490600586,111.9583969116211,112.07376861572266,112.12185668945312,112.40453720092773,112.47905349731445,109.08059158325196,2170.860107421875,2170.949951171875,2172.469970703125,18419.30078125,18400.880859375,18448.41015625,796.8699951171875
2016-09-02,795.27001953125,797.0999755859375,793.260009765625,796.8699951171875,1349900,6.46161285102337,812.3702227723592,786.5237713682658,791.4000244140625,789.8499755859375,791.9199829101562,793.219970703125,791.97998046875,793.1719970703125,793.7519958496093,799.4469970703125,765.4178015136719,749.0758999633789,793.7662760813421,793.7662760813421,793.7662760813421,793.7662760813421,793.7662760813421,5.2427008694888855,8.385066489022941,1333.3333333333335,-0.34765575089077816,48.63860793542154,0.004714746817444528,7383913.4521484375,-13579990.704345703,2016-09-02,2,4,246,35,0,0,0,0,0,0,1,2016,9,112.61222839355469,112.2468490600586,111.9583969116211,112.28530883789062,112.39107666015624,112.49539947509766,109.24116424560548,2179.97998046875,2170.860107421875,2169.0400390625,18491.9609375,18419.30078125,18395.400390625,808.02001953125
2016-09-06,798.3900146484375,810.8900146484375,795.4299926757812,808.02001953125,1989500,6.621182011362906,812.8288630461633,786.3441350007116,796.8699951171875,791.4000244140625,789.8499755859375,795.8200073242188,795.27001953125,795.6119995117188,794.8589965820313,799.5864990234375,767.8742016601562,749.315950012207,798.5175238979781,798.5175238979781,798.5175238979781,798.5175238979781,798.5175238979781,5.917306978028364,7.891514586824027,1333.3333333333333,1.3890466346266883,88.31435096709419,0.007601311926120249,22182973.571777344,5550782.71484375,2016-09-06,6,1,250,36,0,0,0,0,0,0,1,2016,9,113.31414031982422,112.61222839355469,112.2468490600586,112.43916320800781,112.43915328979492,112.5530906677246,109.50192642211914,2186.47998046875,2179.97998046875,2180.3798828125,18538.119140625,18491.9609375,18502.990234375,807.989990234375
2016-09-07,807.9299926757812,810.5999755859375,803.719970703125,807.989990234375,1145300,6.654082969089766,812.9201654498983,786.3038335735392,808.02001953125,796.8699951171875,791.4000244140625,791.9199829101562,798.3900146484375,798.8260009765625,795.9989929199219,799.6119995117188,770.411201171875,749.5561999511718,801.6750126767771,801.6750126767771,801.6750126767771,801.6750126767771,801.6750126767771,6.3760153302328035,7.588414735505782,1333.3333333333335,1.4310954185439018,88.19208183085607,0.006567128825357263,-34392.5537109375,584114.1845703125,2016-09-07,7,2,251,36,0,0,0,0,0,0,1,2016,9,113.38143920898438,113.31414031982422,112.61222839355469,112.07376861572266,112.4737678527832,112.60116653442383,109.8038412475586,2186.159912109375,2186.47998046875,2176.1201171875,18526.140625,18538.119140625,18454.30078125,802.8400268554688
2016-09-08,805.219970703125,808.4199829101562,801.010009765625,802.8400268554688,1177700,6.37125501964779,812.072011382069,786.5869913034779,807.989990234375,808.02001953125,796.8699951171875,789.8499755859375,807.9299926757812,801.4240112304688,796.922998046875,799.3295013427735,772.6428015136719,749.6854000854493,802.063350736341,802.063350736341,802.063350736341,802.063350736341,802.063350736341,6.251917783013255,7.321115345007277,1333.3333333333335,1.1643210123222416,67.22317348052019,0.007646522220255982,-6065111.871337891,-6653961.871337891,2016-09-08,8,3,252,36,0,0,0,0,0,0,1,2016,9,112.71797943115234,113.38143920898438,113.31414031982422,111.9583969116211,112.51511306762696,112.63049240112305,110.04941101074219,2181.300048828125,2186.159912109375,2170.949951171875,18479.91015625,18526.140625,18400.880859375,788.47998046875
2016-09-09,798.77001953125,801.75,788.0499877929688,788.47998046875,1887600,6.451630057579353,811.2467598710181,785.4402396407007,802.8400268554688,807.989990234375,808.02001953125,791.4000244140625,805.219970703125,800.8400024414062,796.6409973144531,798.3434997558594,774.5086010742187,749.7442999267578,797.535560647144,797.535560647144,797.535560647144,797.535560647144,797.535560647144,4.9379126677838485,6.844474809562592,1333.3333333333333,-0.356376515572064,8.753923422740568,0.012265895891117432,-27106023.559570312,-37223531.90917969,2016-09-09,9,4,253,36,0,0,0,0,0,0,1,2016,9,109.88153839111328,112.71797943115234,113.38143920898438,112.2468490600586,112.29108123779297,112.49395790100098,110.20267608642578,2127.81005859375,2181.300048828125,2170.860107421875,18085.44921875,18479.91015625,18419.30078125,798.8200073242188
2016-09-12,784.52001953125,800.1699829101562,783.5,798.8200073242188,1863700,6.121079085267732,810.1741589029574,785.6898425618864,788.47998046875,802.8400268554688,807.989990234375,796.8699951171875,798.77001953125,801.2300048828125,797.2010009765625,797.9320007324219,776.4144006347656,749.8902499389649,797.9637095395024,797.9637095395024,797.9637095395024,797.9637095395024,797.9637095395024,4.67699441876357,6.410978731402788,1333.3333333333335,0.7059878505239566,55.93281902495332,0.013479015751556097,19270708.05053711,-15338214.599609375,2016-09-12,12,0,256,37,0,0,0,0,0,0,1,2016,9,111.8526382446289,109.88153839111328,112.71797943115234,112.61222839355469,112.2478141784668,112.45213241577149,110.37171005249023,2159.0400390625,2127.81005859375,2179.97998046875,18325.0703125,18085.44921875,18491.9609375,788.719970703125
2016-09-13,794.010009765625,795.7899780273438,784.3300170898438,788.719970703125,1809000,6.144899374072886,809.3597969170911,784.7801994207995,798.8200073242188,788.47998046875,802.8400268554688,808.02001953125,784.52001953125,797.3699951171875,796.4909973144531,797.0699981689453,777.9838000488281,749.9875497436524,794.88246326071,794.88246326071,794.88246326071,794.88246326071,794.88246326071,3.613571280455062,5.851497241213243,1333.3333333333335,-0.8921661375373263,19.0579332290455,0.012029588064118982,-18270966.247558594,-31187252.74658203,2016-09-13,13,1,257,37,0,0,0,0,0,0,1,2016,9,110.85265350341797,111.8526382446289,109.88153839111328,113.31414031982422,112.08916320800782,112.33627090454101,110.51036010742187,2127.02001953125,2159.0400390625,2186.47998046875,18066.75,18325.0703125,18538.119140625,790.4600219726562
2016-09-14,787.530029296875,796.3300170898438,787.530029296875,790.4600219726562,1292100,6.2340183209782865,809.0015357874644,784.0654625035512,788.719970703125,798.8200073242188,788.47998046875,807.989990234375,794.010009765625,793.8640014648438,796.3450012207031,796.5334991455078,779.6952001953125,750.08,793.4083161646921,793.4083161646921,793.4083161646921,793.4083161646921,793.4083161646921,2.8780322131907496,5.256804235608745,1333.3333333333333,-0.18435712811980315,25.410800475980373,0.01228906364872142,2248320.245361328,-13864207.763671875,2016-09-14,14,2,258,37,0,0,0,0,0,0,1,2016,9,111.38147735595703,110.85265350341797,111.8526382446289,113.38143920898438,112.01993408203126,112.27809867858886,110.67227813720703,2125.77001953125,2127.02001953125,2186.159912109375,18034.76953125,18066.75,18526.140625,801.22998046875
2016-09-15,790.010009765625,803.6500244140625,788.6599731445312,801.22998046875,1557200,5.985096583650255,808.294192190738,784.353805856137,790.4600219726562,788.719970703125,798.8200073242188,802.8400268554688,787.530029296875,793.5419921875,797.4830017089844,796.3239990234375,781.540400390625,750.2719000244141,796.0155375993781,796.0155375993781,796.0155375993781,796.0155375993781,796.0155375993781,3.128099066581626,4.831063201803321,1333.3333333333333,1.440780557645827,64.73154796126197,0.01450662681899055,16770979.370117188,-6524671.8017578125,2016-09-15,15,3,259,37,0,0,0,0,0,0,1,2016,9,113.11222076416016,111.38147735595703,110.85265350341797,112.71797943115234,112.13531646728515,112.2963680267334,110.85188858032227,2147.260009765625,2125.77001953125,2181.300048828125,18212.48046875,18034.76953125,18479.91015625,797.969970703125
2016-09-16,799.02001953125,799.02001953125,793.6199951171875,797.969970703125,2130600,5.807796671682038,807.7005909019578,784.4694042152297,801.22998046875,790.4600219726562,788.719970703125,788.47998046875,790.010009765625,795.439990234375,798.1399963378906,796.0849975585937,783.354599609375,750.342799987793,796.6670153006272,796.6670153006272,796.6670153006272,796.6670153006272,796.6670153006272,3.0283147787714597,4.470513517196949,1333.3333333333335,0.8301675620905828,52.829364601856675,0.011280185735087838,-6945776.806640625,-10184330.419921875,2016-09-16,16,4,260,37,0,0,0,0,0,0,1,2016,9,113.05823516845703,113.11222076416016,111.38147735595703,109.88153839111328,112.216455078125,112.31049613952636,111.02426544189453,2139.159912109375,2147.260009765625,2127.81005859375,18123.80078125,18212.48046875,18085.44921875,795.3900146484375
2016-09-19,801.1099853515625,803.989990234375,793.5599975585938,795.3900146484375,1149500,5.747977868769666,807.3679528078519,784.3760413327732,797.969970703125,801.22998046875,790.4600219726562,798.8200073242188,799.02001953125,794.7539916992188,797.9919982910156,795.8719970703125,784.9067993164062,750.4305001831054,796.241348416564,796.241348416564,796.241348416564,796.241348416564,796.241348416564,2.7098170357683102,4.118374220911221,1333.3333333333335,-0.1857242056820516,43.410033915829914,0.00966942349038751,-2965659.4848632812,-4896881.2255859375,2016-09-19,19,0,263,38,0,0,0,0,0,0,1,2016,9,112.56663513183594,113.05823516845703,113.11222076416016,111.8526382446289,112.21189575195312,112.30148620605469,111.15450393676758,2139.1201171875,2139.159912109375,2159.0400390625,18120.169921875,18123.80078125,18325.0703125,799.780029296875
2016-09-20,800.0,802.75,798.260009765625,799.780029296875,1049200,5.810407592505513,807.6343131098157,784.3926827397937,795.3900146484375,797.969970703125,801.22998046875,788.719970703125,801.1099853515625,796.9660034179688,797.1679992675781,796.0134979248047,786.3583996582031,750.5884002685547,797.4209087100012,797.4209087100012,797.4209087100012,797.4209087100012,797.4209087100012,2.779601259948663,3.8506196287187096,1333.3333333333333,-1.0197755049627604,59.43782617802914,0.007219844001212401,4606003.369140625,2969253.9306640625,2016-09-20,20,1,264,38,0,0,0,0,0,0,1,2016,9,112.77871704101562,112.56663513183594,113.05823516845703,110.85265350341797,112.15835342407226,112.29875335693359,111.2768685913086,2139.760009765625,2139.1201171875,2127.02001953125,18129.9609375,18120.169921875,18066.75,805.030029296875
2016-09-21,801.260009765625,805.9099731445312,796.030029296875,805.030029296875,1348500,6.150993337600717,808.7374847220764,784.1335113716735,799.780029296875,795.3900146484375,797.969970703125,790.4600219726562,800.0,799.8800048828125,796.8720031738281,796.435498046875,787.8088000488282,750.7175003051758,799.9572822389591,799.9572822389591,799.9572822389591,799.9572822389591,799.9572822389591,3.2214025608312795,3.724776215141224,1333.3333333333333,-0.36633633748871064,78.60539533557062,0.00738983611485765,7079625.0,11381343.292236328,2016-09-21,21,2,265,38,0,0,0,0,0,0,1,2016,9,113.88719940185547,112.77871704101562,112.56663513183594,111.38147735595703,112.20892944335938,112.34134864807129,111.41063415527344,2163.1201171875,2139.760009765625,2125.77001953125,18293.69921875,18129.9609375,18034.76953125,815.9500122070312
2016-09-22,810.0,819.0599975585938,807.7100219726562,815.9500122070312,1759300,7.492661427856256,812.5383227336422,782.5676770222171,805.030029296875,799.780029296875,795.3900146484375,801.22998046875,801.260009765625,802.8240112304687,798.1830017089844,797.5529998779297,789.5382006835938,750.9323004150391,805.2881922283166,805.2881922283166,805.2881922283166,805.2881922283166,805.2881922283166,4.401941788705358,3.860209329854051,1333.3333333333333,1.6329511375897836,91.25425881585609,0.007369594838621811,19211525.93383789,39320419.427490234,2016-09-22,22,3,266,38,0,0,0,0,0,0,1,2016,9,114.79327392578125,113.88719940185547,112.77871704101562,113.11222076416016,112.41645889282226,112.46578598022461,111.56771377563477,2177.179931640625,2163.1201171875,2147.260009765625,18392.4609375,18293.69921875,18212.48046875,814.9600219726562
2016-09-23,815.1400146484375,817.0,812.72998046875,814.9600219726562,1411700,8.279886623237424,815.2957748333889,782.1762283404393,815.9500122070312,805.030029296875,799.780029296875,797.969970703125,810.0,806.222021484375,800.831005859375,798.7360015869141,791.1214013671874,751.1314004516602,808.5121354764299,808.5121354764299,808.5121354764299,808.5121354764299,808.5121354764299,5.197727526449171,4.127712969173075,1333.3333333333335,3.358365736586477,88.47025909047998,0.006700285872978722,-1397569.2138671875,33400870.251464844,2016-09-23,23,4,267,38,0,0,0,0,0,0,1,2016,9,114.06070709228516,114.79327392578125,113.88719940185547,113.05823516845703,112.83437576293946,112.5627285003662,111.69552703857421,2164.68994140625,2177.179931640625,2139.159912109375,18261.44921875,18392.4609375,18123.80078125,802.6500244140625
2016-09-26,809.8200073242188,810.0800170898438,800.4500122070312,802.6500244140625,1472700,8.217505735385002,815.6425157432309,782.772492801691,814.9600219726562,815.9500122070312,805.030029296875,795.3900146484375,815.1400146484375,807.6740234375,801.2140075683594,799.2075042724609,792.4618017578125,751.3319006347656,806.5580984556409,806.5580984556409,806.5580984556409,806.5580984556409,806.5580984556409,4.77997891144355,4.25816615762717,1333.3333333333335,0.47945933435906707,53.85271577285171,0.010837183761056093,-18128933.404541016,13887640.100097656,2016-09-26,26,0,270,39,0,0,0,0,0,0,1,2016,9,113.10643005371094,114.06070709228516,114.79327392578125,112.56663513183594,112.95975494384766,112.60378456115723,111.80771591186523,2146.10009765625,2164.68994140625,2139.1201171875,18094.830078125,18261.44921875,18120.169921875,810.72998046875
2016-09-27,801.8300170898438,813.489990234375,801.8300170898438,810.72998046875,1367300,8.56307116226966,817.0791452542268,782.8268606051482,802.6500244140625,814.9600219726562,815.9500122070312,799.780029296875,809.8200073242188,809.864013671875,803.4150085449219,799.9530029296875,793.6124011230469,751.5853506469726,807.948725793344,807.948725793344,807.948725793344,807.948725793344,807.948725793344,5.042765192808133,4.415085964663363,1333.3333333333335,2.790598765491332,76.57475348214516,0.011396773012982333,11047723.913574219,20386406.280517578,2016-09-27,27,1,271,39,0,0,0,0,0,0,1,2016,9,114.22457122802734,113.10643005371094,114.06070709228516,112.77871704101562,113.2969467163086,112.6930549621582,111.92803726196288,2159.929931640625,2146.10009765625,2139.760009765625,18228.30078125,18094.830078125,18129.9609375,810.0599975585938
2016-09-28,804.0800170898438,810.25,802.780029296875,810.0599975585938,1470300,8.627881639423336,818.1157669409561,783.6042403832628,810.72998046875,802.6500244140625,814.9600219726562,805.030029296875,801.8300170898438,810.8700073242187,805.3750061035156,800.8600036621094,794.7454016113281,751.8835507202149,808.6524830484273,808.6524830484273,808.6524830484273,808.6524830484273,808.6524830484273,5.137738540727355,4.559616479876162,1333.3333333333333,2.4795657011247947,74.6906619294045,0.01126098527305647,-985075.8728027344,26671263.537597656,2016-09-28,28,2,272,39,0,0,0,0,0,0,1,2016,9,114.41734313964844,114.22457122802734,113.10643005371094,113.88719940185547,113.60053329467773,112.81023368835449,112.06009872436523,2171.3701171875,2159.929931640625,2163.1201171875,18339.240234375,18228.30078125,18293.69921875,802.6400146484375
2016-09-29,807.22998046875,813.9099731445312,800.8599853515625,802.6400146484375,1350000,8.23386765936376,817.9672409339619,785.0317702965069,810.0599975585938,810.72998046875,802.6500244140625,815.9500122070312,804.0800170898438,808.2080078125,805.5160095214844,801.4995056152344,795.6566015625,752.0840509033203,806.6483269150974,806.6483269150974,806.6483269150974,806.6483269150974,806.6483269150974,4.561690663321542,4.560031316565238,1333.3333333333333,0.1759837018158727,53.8245668237172,0.009523933865867957,-10016976.928710938,17266552.734375,2016-09-29,29,3,273,39,0,0,0,0,0,0,1,2016,9,113.58839416503906,114.41734313964844,114.22457122802734,114.79327392578125,113.64815063476563,112.8917335510254,112.15038940429687,2151.1298828125,2171.3701171875,2177.179931640625,18143.44921875,18339.240234375,18392.4609375,804.0599975585938
2016-09-30,803.5999755859375,808.0900268554688,801.5,804.0599975585938,1660200,7.896294295642689,817.9250928637463,786.3399156811755,802.6400146484375,810.0599975585938,810.72998046875,814.9600219726562,807.22998046875,806.0280029296875,806.1250122070312,802.1325042724609,796.6496020507813,752.3039007568359,805.7855504629296,805.7855504629296,805.7855504629296,805.7855504629296,805.7855504629296,4.171661012450954,4.482357255742381,1333.3333333333335,0.7631899794553134,56.809650343751315,0.009773324417723666,2357455.6274414062,21018087.41455078,2016-09-30,30,4,274,39,1,0,1,0,0,0,1,2016,9,114.43663787841797,113.58839416503906,114.41734313964844,114.06070709228516,113.78599090576172,113.00122299194337,112.26264480590821,2168.27001953125,2151.1298828125,2164.68994140625,18308.150390625,18143.44921875,18261.44921875,800.3800048828125
2016-10-03,802.5499877929688,803.5399780273438,796.22998046875,800.3800048828125,1489200,7.811728872387739,817.9314625055176,786.6845470159667,804.0599975585938,802.6400146484375,810.0599975585938,802.6500244140625,803.5999755859375,805.5739990234375,806.6240112304688,802.3080047607422,797.4716015625,752.4228506469726,803.983701936224,803.983701936224,803.983701936224,803.983701936224,803.983701936224,3.524981260425193,4.290882056678944,1333.3333333333333,0.6273639525862763,40.754800256297585,0.007219942238646979,-5480245.0927734375,5227106.54296875,2016-10-03,3,0,277,40,0,0,0,0,0,0,1,2016,10,114.27278137207031,114.43663787841797,113.58839416503906,113.10643005371094,113.95660552978515,113.08425064086914,112.36258499145508,2161.199951171875,2168.27001953125,2146.10009765625,18253.849609375,18308.150390625,18094.830078125,802.7899780273438
2016-10-04,805.0,806.5,799.6699829101562,802.7899780273438,1258700,7.697151114545455,817.4408049146379,786.652200456456,800.3800048828125,804.0599975585938,802.6400146484375,810.72998046875,802.5499877929688,803.9859985351562,806.9250061035157,802.0465026855469,798.3770007324218,752.5876504516601,803.5857939665973,803.5857939665973,803.5857939665973,803.5857939665973,803.5857939665973,3.170401178368479,4.066785881016851,1333.3333333333333,0.37634707297141945,46.480241891767086,0.0049645538771672555,3033433.1970214844,-6583053.240966797,2016-10-04,4,1,278,40,0,0,0,0,0,0,1,2016,10,114.0992660522461,114.27278137207031,114.43663787841797,114.22457122802734,114.0886604309082,113.12350692749024,112.4588623046875,2150.489990234375,2161.199951171875,2159.929931640625,18168.44921875,18253.849609375,18228.30078125,801.22998046875
2016-10-05,806.0,808.5,800.7100219726562,801.22998046875,1213800,7.569792279736121,816.8480867567379,786.5689176377933,802.7899780273438,800.3800048828125,804.0599975585938,810.0599975585938,805.0,802.2199951171875,806.5450012207032,801.7085021972656,799.2485998535157,752.8095504760743,802.8005228006483,802.8005228006483,802.8005228006483,802.8005228006483,802.8005228006483,2.7320220931271706,3.799833123438915,1333.3333333333335,-0.4720381463836844,30.078364353553923,0.004925967821586412,-1893525.0366210938,-8205299.853515625,2016-10-05,5,2,279,40,0,0,0,0,0,0,1,2016,10,114.50411987304688,114.0992660522461,114.27278137207031,114.41734313964844,114.15035247802734,113.17964096069336,112.56073684692383,2159.72998046875,2150.489990234375,2171.3701171875,18281.029296875,18168.44921875,18339.240234375,803.0800170898438
2016-10-06,804.0800170898438,806.9500122070312,800.510009765625,803.0800170898438,1099900,7.571870287248828,816.864242283482,786.5767611344867,801.22998046875,802.7899780273438,800.3800048828125,802.6400146484375,806.0,802.3079956054687,805.2580017089844,801.7205017089843,800.07080078125,753.0209506225586,802.8936875637135,802.8936875637135,802.8936875637135,802.8936875637135,802.8936875637135,2.505009809869989,3.54086846072513,1333.3333333333335,-1.5773019087745284,37.33340992647059,0.003247527280599955,2034855.2795410156,263965.2587890625,2016-10-06,6,3,280,40,0,0,0,0,0,0,1,2016,10,114.4462890625,114.50411987304688,114.0992660522461,113.58839416503906,114.11565399169922,113.26605644226075,112.64626281738282,2160.77001953125,2159.72998046875,2151.1298828125,18268.5,18281.029296875,18143.44921875,800.7100219726562
2016-10-07,805.9299926757812,805.9400024414062,796.8200073242188,800.7100219726562,1163100,6.911326112817622,816.154656009815,788.5093515585445,803.0800170898438,801.22998046875,802.7899780273438,804.0599975585938,804.0800170898438,801.6380004882812,803.8330017089844,802.3320037841797,800.7682006835937,753.1888507080079,802.165799033361,802.165799033361,802.165799033361,802.165799033361,802.165799033361,2.1095446234984365,3.2546036932797917,1333.3333333333333,-1.7485520290316914,20.32131621979047,0.0033310490641193114,-2756541.3208007812,14224761.27319336,2016-10-07,7,4,281,40,0,0,0,0,0,0,1,2016,10,114.19564819335938,114.4462890625,114.50411987304688,114.43663787841797,114.12914810180663,113.48176193237305,112.7190837097168,2153.739990234375,2160.77001953125,2168.27001953125,18240.490234375,18268.5,18308.150390625,814.1699829101562
2016-10-10,803.9299926757812,817.3800048828125,802.239990234375,814.1699829101562,1496100,7.339814594117618,817.7791317517118,788.4198733752413,800.7100219726562,803.0800170898438,801.22998046875,800.3800048828125,805.9299926757812,804.39599609375,804.9849975585937,803.0995025634766,801.2247998046874,753.4171505737305,806.1671936589595,806.1671936589595,806.1671936589595,806.1671936589595,806.1671936589595,2.8493959098340156,3.1735621365906366,1333.3333333333335,1.4352405339429675,78.76673301123971,0.007906426211620255,20137447.55859375,22965098.474121094,2016-10-10,10,0,284,41,0,0,0,0,0,0,1,2016,10,114.9186019897461,114.19564819335938,114.4462890625,114.27278137207031,114.31036529541015,113.6350601196289,112.80155624389648,2163.659912109375,2153.739990234375,2161.199951171875,18329.0390625,18240.490234375,18253.849609375,809.5700073242188
2016-10-11,814.1699829101562,819.8599853515625,807.3699951171875,809.5700073242188,1721600,6.636997502934811,817.4159994004009,790.8680093886616,814.1699829101562,800.7100219726562,803.0800170898438,802.7899780273438,803.9299926757812,805.752001953125,804.8690002441406,804.1420043945312,801.3973999023438,753.6358004760742,807.3014648807126,807.3014648807126,807.3014648807126,807.3014648807126,807.3014648807126,3.0296301084002835,3.144775730952566,1333.3333333333335,-0.14307761800798013,56.45376258543112,0.008910806192818664,-7919317.96875,35895423.046875,2016-10-11,11,1,285,41,0,0,0,0,0,0,1,2016,10,113.2799301147461,114.9186019897461,114.19564819335938,114.0992660522461,114.21590118408203,113.75642395019531,112.83952529907226,2136.72998046875,2163.659912109375,2150.489990234375,18128.66015625,18329.0390625,18168.44921875,811.77001953125
2016-10-12,811.9600219726562,814.5,808.5499877929688,811.77001953125,907900,6.00538860376094,817.2182814799828,793.1967270649391,809.5700073242188,814.1699829101562,800.7100219726562,801.22998046875,814.1699829101562,807.860009765625,805.0400024414063,805.2075042724609,801.630400390625,753.7834506225586,808.7909830975584,808.7909830975584,808.7909830975584,808.7909830975584,808.7909830975584,3.311813088368922,3.1781832024358376,1333.3333333333333,0.2110981875182103,65.76401122034126,0.00867306534546217,1997391.0827636719,19347346.783447266,2016-10-12,12,2,286,41,0,0,0,0,0,0,1,2016,10,113.18353271484375,113.2799301147461,114.9186019897461,114.50411987304688,114.09252014160157,113.84652671813964,112.89248916625976,2139.179931640625,2136.72998046875,2159.72998046875,18144.19921875,18128.66015625,18281.029296875,804.0800170898438
2016-10-13,806.0700073242188,806.5599975585938,798.6199951171875,804.0800170898438,1369000,5.93949116047678,817.2289884244692,793.471023782562,811.77001953125,809.5700073242188,814.1699829101562,803.0800170898438,811.9600219726562,808.060009765625,805.1840026855468,805.3500061035156,801.7336010742188,753.8340505981446,807.2206610949869,807.2206610949869,807.2206610949869,807.2206610949869,807.2206610949869,2.8817076717833743,3.118888096305345,1333.3333333333333,0.17940825465037177,33.22063055011701,0.010245855671397918,-10527613.342285156,3901700.1342773438,2016-10-13,13,3,287,41,0,0,0,0,0,0,1,2016,10,112.77871704101562,113.18353271484375,113.2799301147461,114.4462890625,114.01155242919921,113.82985153198243,112.930048828125,2132.550048828125,2139.179931640625,2160.77001953125,18098.939453125,18144.19921875,18268.5,804.5999755859375
2016-10-14,807.4500122070312,810.0900268554688,802.3200073242188,804.5999755859375,1111900,5.685500138585362,817.0525066248271,794.3105060704855,804.0800170898438,811.77001953125,809.5700073242188,800.7100219726562,806.0700073242188,808.8380004882813,805.2380004882813,805.6815063476563,801.8806005859375,753.9055505371093,806.3470992586372,806.3470992586372,806.3470992586372,806.3470992586372,806.3470992586372,2.553368690707657,3.005784215185808,1333.3333333333335,0.06715643471672654,35.42104692189672,0.010086362361384271,578141.8518066406,7371902.429199219,2016-10-14,14,4,288,41,0,0,0,0,0,0,1,2016,10,112.91362762451172,112.77871704101562,113.18353271484375,114.19564819335938,113.8592514038086,113.82262115478515,112.96396087646484,2132.97998046875,2132.550048828125,2153.739990234375,18138.380859375,18098.939453125,18240.490234375,806.8400268554688
2016-10-17,805.989990234375,813.489990234375,803.8300170898438,806.8400268554688,1056400,5.145491404521596,816.544989767051,795.9630241489647,804.5999755859375,804.0800170898438,811.77001953125,814.1699829101562,807.4500122070312,807.3720092773438,805.8840026855469,806.2540069580078,801.8788012695312,754.0497006225586,806.5114084575812,806.5114084575812,806.5114084575812,806.5114084575812,806.5114084575812,2.4457183801329165,2.89377104817523,1333.3333333333335,0.8071193599597848,44.9007371743544,0.005502409040878571,2366390.1611328125,12095792.895507812,2016-10-17,17,0,291,42,0,0,0,0,0,0,1,2016,10,112.60518646240234,112.91362762451172,112.77871704101562,114.9186019897461,113.6924919128418,113.82454872131348,112.97035842895508,2126.5,2132.97998046875,2163.659912109375,18086.400390625,18138.380859375,18329.0390625,821.489990234375
2016-10-18,814.2100219726562,828.8099975585938,813.3300170898438,821.489990234375,2289300,5.93695932067487,819.2134236462325,795.465586363533,806.8400268554688,804.5999755859375,804.0800170898438,809.5700073242188,805.989990234375,809.756005859375,807.75400390625,807.3395050048828,802.2040014648437,754.3599505615234,811.5042690498458,811.5042690498458,811.5042690498458,811.5042690498458,811.5042690498458,3.5021635815026,3.0154495548407043,1333.3333333333333,2.329377884485039,77.5322176657156,0.009886594718267966,33538161.163330078,49700613.57421875,2016-10-18,18,1,292,42,0,0,0,0,0,0,1,2016,10,113.60765838623047,112.60518646240234,112.91362762451172,113.2799301147461,113.64333114624023,113.86599578857422,112.99930526733398,2139.60009765625,2126.5,2136.72998046875,18161.939453125,18086.400390625,18128.66015625,826.8400268554688
